_c0,appId,developer,developerId,developerWebsite,free,genre,genreId,inAppProductPrice,minInstalls,offersIAP,originalPrice,price,ratings,len screenshots,adSupported,containsAds,reviews,releasedDayYear,sale,score,summary,title,updated,histogram1,histogram2,histogram3,histogram4,histogram5,releasedDay,releasedYear,releasedMonth,dateUpdated,minprice,maxprice,ParseReleasedDayYear
488,com.BeautifulCarvedStairDesignIdeas.akiraapp,akiraapp,5596299503030036469,https://docs.google.com/document/d/1cBJ6AeZ-AUYaQupmdzkIDuRvUAS6hjzz1E-dyV9gGLo/edit?usp=sharing,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,24,1,1,0,"Jun 30, 2019",0,0.0,Carving Design Ideas Beautiful Home Appliances,Beautiful Carved Stair Design,1575595930.0,0,0,0,0,0,30,2019,Jun,2019-12-06 01:32:10,None,0.0,2019-06-30 00:00:00
489,com.canonfooder.canon.bonsailivewallpaper,Johan Häggmark,Johan+H%C3%A4ggmark,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,4,1,1,0,"Aug 30, 2019",0,0.0,A live wallpaper that will randomly grow a tree over time,Random growing bonsai live wal,1608238234.0,0,0,0,0,0,30,2019,Aug,2020-12-17 20:50:34,None,0.0,2019-08-30 00:00:00
490,com.bibia.HappyValentinesDay,Bibia Interactive Entertainment,Bibia+Interactive+Entertainment,https://www.theulans.com,1,Art & Design,ART_AND_DESIGN,None,1,0,None,0.0,0,2,0,0,0,"Aug 18, 2019",0,0.0,Free Happy Valentine’s Day AR for sharing.,The Ulans Happy Valentine’s Da,1566957661.0,0,0,0,0,0,18,2019,Aug,2019-08-28 02:01:01,None,0.0,2019-08-18 00:00:00
491,com.howtodraw.realistichuman,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,100000,0,None,0.0,435,17,1,1,5,"Aug 30, 2019",0,1.86,Let’s learn how to draw realistic person with our drawing app!,How to Draw Realistic Human,1664936411.0,310,0,62,0,62,30,2019,Aug,2022-10-05 02:20:11,None,0.0,2019-08-30 00:00:00
492,com.howtodraw.easybirdsstepbystep,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,14,1,1,0,"Aug 22, 2019",0,0.0,Let’s learn how to draw bird with our drawing app!,How to Draw a Bird Easy,1660620028.0,0,0,0,0,0,22,2019,Aug,2022-08-16 03:20:28,None,0.0,2019-08-22 00:00:00
493,com.invitation.maker.birthday.card,CA Publishing,8427315010254441221,https://www.contentarcade.com,1,Art & Design,ART_AND_DESIGN,$1.99 - $25.99 per item,5000000,1,None,0.0,52599,21,1,1,351,"Sep 6, 2019",0,4.47,"Party Invitation Card Maker, Baby Shower & Birthday Invitation Maker with RSVP.",Invitation maker & Card Design,1667201194.0,2690,0,4484,8071,37308,6,2019,Sep,2022-10-31 07:26:34,$1.99,25.99,2019-09-06 00:00:00
494,com.inspirationfortheoutboardmodel.RatnaAPK,RatnaAPK,RatnaAPK,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,8,1,1,0,"Jul 16, 2019",0,0.0,This application is a collection of the latest models of stick lights,inspiration for outboard model,1565379362.0,0,0,0,0,0,16,2019,Jul,2019-08-09 19:36:02,None,0.0,2019-07-16 00:00:00
495,com.howtodraw.foxstepbystep,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,101,13,1,1,3,"Aug 30, 2019",0,4.11,Let’s learn how to draw a fox with our drawing app!,How to Draw a Fox Step by Step,1661482467.0,11,11,0,11,67,30,2019,Aug,2022-08-26 02:54:27,None,0.0,2019-08-30 00:00:00
496,com.vn.goforoid.wallpapers.graffiti,Goforoid Studio,6995104029796966680,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,8,0,0,0,"Aug 27, 2019",0,0.0,Discover hundreds of the best FULL HD Graffiti wallpapers for your device,Graffiti Street Wallpapers - F,1568793844.0,0,0,0,0,0,27,2019,Aug,2019-09-18 08:04:04,None,0.0,2019-08-27 00:00:00
497,com.NatureGardenPhotoFrameNewImageEditor,Bengals Studio,Bengals+Studio,https://thekingsoftpolicies.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,6,1,1,0,"Sep 1, 2019",0,0.0,Garden Nature Photo frame is nice app that lets you customize your photos.,Nature Garden Photo Frames : N,1567332681.0,0,0,0,0,0,1,2019,Sep,2019-09-01 10:11:21,None,0.0,2019-09-01 00:00:00
498,harvin.ganesha.sunsetlivewallpaper,Harvin Software,Harvin+Software,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,10,1,1,0,"Sep 2, 2019",0,0.0,Ganesh Awesome Sunset HD Theme Live Wallpaper,Ganesh Awesome Sunset HD Live,1567415651.0,0,0,0,0,0,2,2019,Sep,2019-09-02 09:14:11,None,0.0,2019-09-02 00:00:00
499,com.freeappstore.postercreator,FreeAppStore,FreeAppStore,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,10,1,1,0,"Sep 5, 2019",0,0.0,design your best posters by using ready made templates to design poster,Poster Maker and Invitation Ca,1629649670.0,0,0,0,0,0,5,2019,Sep,2021-08-22 16:27:50,None,0.0,2019-09-05 00:00:00
500,com.KnowTheArtOfBonsai.oemahwangi,oemahwangi,5677786398180703595,https://docs.google.com/document/d/148wuo94cLJoF29ti8xH6seUborBrV4YguYdNlkvVeeM/edit?usp=sharing,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,10,1,1,0,"Sep 4, 2019",0,0.0,Bonsai Becomes A Living Art Work,Know The Art Of Bonsai,1567659161.0,0,0,0,0,0,4,2019,Sep,2019-09-05 04:52:41,None,0.0,2019-09-04 00:00:00
501,com.pantsmodel.RatnaAPK,RatnaAPK,RatnaAPK,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,8,1,1,0,"Jul 26, 2019",0,0.0,the latest collection of model sarong pants,model of sarong pants,1564208107.0,0,0,0,0,0,26,2019,Jul,2019-07-27 06:15:07,None,0.0,2019-07-26 00:00:00
502,com.narendermalik002.water3deffectimageditor,Tech Master,Tech+Master,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,8,1,1,0,"Sep 8, 2019",0,0.0,Image Editor Water  Effect Photo Maker Photo Edit,"Image Editor, Water Maker Imag",1568006291.0,0,0,0,0,0,8,2019,Sep,2019-09-09 05:18:11,None,0.0,2019-09-08 00:00:00
503,com.howtodraw.realisticanimal,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,100000,0,None,0.0,222,9,1,1,6,"Aug 30, 2019",0,2.91,Let’s learn how to draw realistic animal with our drawing app!,How to Draw Realistic Animals,1665620605.0,100,20,0,0,100,30,2019,Aug,2022-10-13 00:23:25,None,0.0,2019-08-30 00:00:00
504,com.howtodraw.butterflystepbystep,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,98,16,1,1,1,"Aug 30, 2019",0,4.0,Let’s learn how to draw butterfly with our drawing tutorials app!,How to Draw an Easy Butterfly,1661834517.0,10,0,21,10,54,30,2019,Aug,2022-08-30 04:41:57,None,0.0,2019-08-30 00:00:00
505,com.freecoloring.haircoloring,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,7,1,1,0,"Sep 9, 2019",0,0.0,Let’s color a girl’s hair with our coloring book!,Hair Coloring Book,1654746784.0,0,0,0,0,0,9,2019,Sep,2022-06-09 03:53:04,None,0.0,2019-09-09 00:00:00
506,com.howtodraw.shipsstepbystep,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,14,1,1,0,"Aug 30, 2019",0,0.0,Let’s learn how to draw ships with our drawing app!,How to Draw Ship Step by Step,1661217962.0,0,0,0,0,0,30,2019,Aug,2022-08-23 01:26:02,None,0.0,2019-08-30 00:00:00
507,com.wallchina.love,Special Ones Group,Special+Ones+Group,http://dev3pro.com/,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,7,1,1,0,"Sep 11, 2019",0,0.0,10000+ quotes and sayings about life and love with pictures with latest updates,Love Quotes & Images,1662905550.0,0,0,0,0,0,11,2019,Sep,2022-09-11 14:12:30,None,0.0,2019-09-11 00:00:00
508,com.freecoloring.horror,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,7,1,1,0,"Sep 9, 2019",0,0.0,Let’s color horror pictures with our scary coloring book!,Scary Coloring Book,1655614346.0,0,0,0,0,0,9,2019,Sep,2022-06-19 04:52:26,None,0.0,2019-09-09 00:00:00
509,com.tattoo.onmyphoto.tattophotoeditor.tattophotomaker,apps creation,apps+creation,None,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,8,1,1,0,"Sep 10, 2019",0,0.0,Tattoo on my photo with my name is the latest tattoo design app 2019,Tattoo On My Photo -Tattoo Des,1568120207.0,0,0,0,0,0,10,2019,Sep,2019-09-10 12:56:47,None,0.0,2019-09-10 00:00:00
510,com.howtodraw.animefacialexpressions,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,9,1,1,0,"Sep 5, 2019",0,0.0,Let’s learn how to draw anime face with our drawing app !,How to Draw Anime Faces,1659756329.0,0,0,0,0,0,5,2019,Sep,2022-08-06 03:25:29,None,0.0,2019-09-05 00:00:00
511,com.sunztech.birthdaycardmaker,BrainyBella,8588334359439113030,https://vidmediadownloader.com/,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,210,15,1,1,15,"Sep 13, 2019",0,3.7,"Birthday Card Maker: Create Invitation Card for Birthday, Wedding, Love & Events",Birthday Invitation Card Maker,1666243056.0,54,9,9,9,127,13,2019,Sep,2022-10-20 05:17:36,None,0.0,2019-09-13 00:00:00
512,com.ShopHouseDesign.Adekustapa,Ade kustapa,Ade+kustapa,https://docs.google.com/document/d/1SSODmBcHY4lQ7as9iGYsynRsQMwQa9HkVCyjuhSzvBg/edit?usp=sharing,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,19,1,1,0,"Sep 6, 2019",0,0.0,Modern Home Design Store,Shop House Design,1580621770.0,0,0,0,0,0,6,2019,Sep,2020-02-02 05:36:10,None,0.0,2019-09-06 00:00:00
513,com.howtodraw.animechibifacialexpressions,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,15,1,1,0,"Sep 6, 2019",0,0.0,Let’s learn how to draw anime with our easy drawing app !,How to Draw Chibi Anime Face,1659408487.0,0,0,0,0,0,6,2019,Sep,2022-08-02 02:48:07,None,0.0,2019-09-06 00:00:00
514,com.freecoloring.sneakers,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,132,24,1,1,27,"Sep 9, 2019",0,4.48,Let’s color sneakers with our coloring book!,Sneakers Art Coloring Book,1663743392.0,6,6,8,8,102,9,2019,Sep,2022-09-21 06:56:32,None,0.0,2019-09-09 00:00:00
515,com.freecoloring.sugarskull,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,14,6,1,1,2,"Sep 13, 2019",0,4.14,Let’s color sugar skull with our fun coloring book!,Sugar Skull Coloring Book,1655943533.0,2,0,2,0,10,13,2019,Sep,2022-06-23 00:18:53,None,0.0,2019-09-13 00:00:00
516,com.WiwikKhasanah.Acollectionofshoerackdesigns,Wiwik Khasanah,8054039326370621318,https://docs.google.com/document/d/1rzqU0J9dO7sxbOBFpXxHW0zewbzIraRkORVJlHWJ5Fg/edit?usp=sharing,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,24,0,0,0,"Sep 15, 2019",0,0.0,Making your own shoe rack is more fun.,Collection of shoe rack design,1577056561.0,0,0,0,0,0,15,2019,Sep,2019-12-22 23:16:01,None,0.0,2019-09-15 00:00:00
517,com.monica.frstckpht,Monicad,Monicad,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,2,1,1,0,"Sep 10, 2019",0,0.0,In-depth guides and tutorial for absolute beginners,Best 50 Free Stock Photos Reso,1568185199.0,0,0,0,0,0,10,2019,Sep,2019-09-11 06:59:59,None,0.0,2019-09-10 00:00:00
518,com.freecoloring.citylandscape,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,16,1,1,0,"Sep 19, 2019",0,0.0,Let’s color a city landscape with our coloring book!,City Landscape Coloring Book,1642472826.0,0,0,0,0,0,19,2019,Sep,2022-01-18 02:27:06,None,0.0,2019-09-19 00:00:00
519,com.JujuDroid.HowOrigamiCool,Juju_Droid,Juju_Droid,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,6,1,1,0,"Jul 12, 2019",0,0.0,Get cool origami ideas,How to make Origami Cool,1579064420.0,0,0,0,0,0,12,2019,Jul,2020-01-15 05:00:20,None,0.0,2019-07-12 00:00:00
520,com.eceakdogan2608.App6,İstanbul Bilim ve Sanat Merkezi,%C4%B0stanbul+Bilim+ve+Sanat+Merkezi,http://istanbulbilsem.meb.k12.tr,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,2,0,0,0,"Sep 19, 2019",0,0.0,"Draw, Paint, Join Points(from Bilsem, Bilim ve Sanat Merkezi, istanbul Bilsem)",Drawing App by E. A.(from Bils,1568908653.0,0,0,0,0,0,19,2019,Sep,2019-09-19 15:57:33,None,0.0,2019-09-19 00:00:00
521,com.insurance.university.origamiinstructions,Kawengapps,7369971347988586274,https://docs.google.com/document/d/1t3TYM4tnMNoyV6l7GH0jzCeMZy2eFhFUMZA3QfKrVM0/edit?usp=sharing,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,24,1,1,0,"Sep 12, 2019",0,0.0,Origami Instruction way,Origami Instructions,1579530658.0,0,0,0,0,0,12,2019,Sep,2020-01-20 14:30:58,None,0.0,2019-09-12 00:00:00
522,com.Appsws.CytauDesignSustentabilidadePrestacaoDeServico,App Sws Desenvolvedor de Aplicativos,4822098943729845412,http://www.cytau.com/,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,24,0,0,0,"Feb 3, 2020",0,0.0,"Cytau is a brand focused on Design, Sustainability and Service.",Cytau Design & Serviços Digita,1598883963.0,0,0,0,0,0,3,2020,Feb,2020-08-31 14:26:03,None,0.0,2020-02-03 00:00:00
523,com.Desaininteriorruangtamu.yulianiAPP,yulianiAPP,yulianiAPP,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,3,1,1,0,"Sep 19, 2019",0,0.0,want to change the living room of your house to be memorable,Interior Design of the living,1568878682.0,0,0,0,0,0,19,2019,Sep,2019-09-19 07:38:02,None,0.0,2019-09-19 00:00:00
524,com.freecoloring.clown,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,16,1,1,0,"Sep 19, 2019",0,0.0,Let’s color clown with our coloring book!,Clown Coloring Book,1642121935.0,0,0,0,0,0,19,2019,Sep,2022-01-14 00:58:55,None,0.0,2019-09-19 00:00:00
525,gr.fourthedesign.Interactive3DArchitecturalVisualization_new,Fourthedesign,Fourthedesign,https://www.fourthedesign.gr,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,2,0,0,0,"Sep 18, 2019",0,0.0,Real time 3D Architectural Visualization,Real time 3D Architectural Vis,1568803198.0,0,0,0,0,0,18,2019,Sep,2019-09-18 10:39:58,None,0.0,2019-09-18 00:00:00
526,com.alphabet.glittercoloringdodo,FunKidStudio,6381037254420270170,https://funkidstudio.com,1,Art & Design,ART_AND_DESIGN,$3.49 per item,100000,1,None,0.0,0,14,1,1,0,"Sep 20, 2019",0,0.0,Awesome learning Alphabets coloring and drawing game for kids,Alphabets Coloring Book,1596578310.0,0,0,0,0,0,20,2019,Sep,2020-08-04 21:58:30,$3.49 per item,3.49,2019-09-20 00:00:00
527,com.printshopworx.Touch_of_Dreams_Gallery,Fractum Worx,Fractum+Worx,https://touchofdreams.tk,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,2,0,0,0,"Aug 27, 2019",0,0.0,Digital Art and Fractal Art Gallery.,Touch of Dreams Digital Art Ga,1566890295.0,0,0,0,0,0,27,2019,Aug,2019-08-27 07:18:15,None,0.0,2019-08-27 00:00:00
528,com.BougenvilleFlowerBonsaiDesign.suciyanti,Suciyanti,Suciyanti,https://docs.google.com/document/d/1B-HaH464alVztXaxlua3vgVqxcYgQDbY_sD9VnIeRQo/edit?usp=sharing,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,9,1,1,0,"Sep 25, 2019",0,0.0,All Bougenville Flower Bonsai Designs are here,Bougenville Flower Bonsai Desi,1577549554.0,0,0,0,0,0,25,2019,Sep,2019-12-28 16:12:34,None,0.0,2019-09-25 00:00:00
529,com.freecoloring.game3dshapes,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,16,1,1,0,"Sep 18, 2019",0,0.0,Let’s color 3D with our art coloring book!,3D Art Coloring Book,1643026109.0,0,0,0,0,0,18,2019,Sep,2022-01-24 12:08:29,None,0.0,2019-09-18 00:00:00
530,com.freecoloring.homeinterior,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,22,16,1,1,1,"Sep 18, 2019",0,3.2,Let’s color a house interior with our coloring book!,Home Interior Coloring Book,1642472382.0,4,4,4,0,8,18,2019,Sep,2022-01-18 02:19:42,None,0.0,2019-09-18 00:00:00
531,com.AckermanLabs.emmachamberlainwallpaper,Little Monkey Inc,Little+Monkey+Inc,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,8,1,1,0,"Sep 23, 2019",0,0.0,Emma Chamberlain Wallpapers is an app that provides images for fans,Emma Chamberlain Wallpapers HD,1569252145.0,0,0,0,0,0,23,2019,Sep,2019-09-23 15:22:25,None,0.0,2019-09-23 00:00:00
532,com.drawely.drawely,Multi Tech Apps,6159115823114783469,http://www.sotec.es,1,Art & Design,ART_AND_DESIGN,$4.99 per item,5000000,1,None,0.0,79385,32,1,1,565,"Sep 28, 2019",0,4.45,"How to draw cute girls? Learn to drawing, coloring and painting with a draw book",DRAWELY | How to Draw Girls,1664968736.0,6443,2305,2305,5851,62302,28,2019,Sep,2022-10-05 11:18:56,$4.99 per item,4.99,2019-09-28 00:00:00
533,com.freecoloring.littlebuscartoon,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,24,1,1,0,"Sep 15, 2019",0,0.0,Let’s color a bus with our coloring book!,Cute Bus Coloring Book,1660612869.0,0,0,0,0,0,15,2019,Sep,2022-08-16 01:21:09,None,0.0,2019-09-15 00:00:00
534,com.Desaintastalikur.yulianiAPP,yulianiAPP,yulianiAPP,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,3,1,1,0,"Sep 21, 2019",0,0.0,want to make a bag from a beautiful kur strap,The design of the kur strap ba,1569317760.0,0,0,0,0,0,21,2019,Sep,2019-09-24 09:36:00,None,0.0,2019-09-21 00:00:00
535,com.kendall.remimgbg,legacyappsunlimited,legacyappsunlimited,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,2,1,1,0,"Jul 24, 2019",0,0.0,In-depth guides and tutorial for absolute beginners,Ways to Remove Image Backgroun,1563969419.0,0,0,0,0,0,24,2019,Jul,2019-07-24 11:56:59,None,0.0,2019-07-24 00:00:00
536,com.AckermanLabs.zhaviavercettiwallpaper,Little Monkey Inc,Little+Monkey+Inc,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,8,1,1,0,"Sep 28, 2019",0,0.0,Zhavia Vercetti Wallpapers is an app that provides images for fans,Zhavia Vercetti Wallpapers HD,1569655686.0,0,0,0,0,0,28,2019,Sep,2019-09-28 07:28:06,None,0.0,2019-09-28 00:00:00
537,com.freecoloring.littleprincess,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,24,1,1,0,"Sep 30, 2019",0,0.0,Let’s color little princess with our coloring book !,Cute Princess Coloring Book,1659753492.0,0,0,0,0,0,30,2019,Sep,2022-08-06 02:38:12,None,0.0,2019-09-30 00:00:00
538,com.AckermanLabs.savannahsoutaswallpaper,Little Monkey Inc,Little+Monkey+Inc,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,69,8,1,1,14,"Sep 28, 2019",0,4.26,Savannah Soutas Wallpapers is an app that provides images for fans.,Savannah Soutas Wallpapers HD,1569655749.0,8,2,4,4,50,28,2019,Sep,2019-09-28 07:29:09,None,0.0,2019-09-28 00:00:00
539,eu.zengo.szarvasmuzeum,ZENGO,ZENGO,https://szarvasimuzeum.hu/,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,5,0,0,0,"Sep 25, 2020",0,0.0,Discover our exhibitions in the museum interactively!,Tessedik Sámuel Múzeum - Szarv,1634026086.0,0,0,0,0,0,25,2020,Sep,2021-10-12 08:08:06,None,0.0,2020-09-25 00:00:00
540,com.tostartit.nameart.gridgif.fotoeditor,to start it,to+start+it,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,9,1,1,0,"Sep 23, 2019",0,0.0,"Generating names,Name with Art,Color by name,దృష్టి n filter My name art My Art",Name Art : Grid GIF - Collage,1569307999.0,0,0,0,0,0,23,2019,Sep,2019-09-24 06:53:19,None,0.0,2019-09-23 00:00:00
541,com.Idekreatiftanamanbonsai.yulianiAPP,yulianiAPP,yulianiAPP,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,1,1,0,"Oct 7, 2019",0,0.0,want to form a bonsai plant in your home so that it looks unique,Creative ideas of bonsai plant,1570534169.0,0,0,0,0,0,7,2019,Oct,2019-10-08 11:29:29,None,0.0,2019-10-07 00:00:00
542,com.WoodenChairSet.mirasantika,mirasantika,mirasantika,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,1,1,0,"Sep 26, 2019",0,0.0,The Best of Wooden Chair Set,Wooden Chair Set,1569549137.0,0,0,0,0,0,26,2019,Sep,2019-09-27 01:52:17,None,0.0,2019-09-26 00:00:00
543,com.loveanimated.halloweenwallpaper,love animated,love+animated,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,9,6,1,1,1,"Oct 13, 2019",0,4.0,HD Backgrounds with Scary wallpaper For this halloween.,"\"Free Happy \"\"Halloween Wallpape\"",1570965565.0,1,0,1,0,6,13,2019,Oct,2019-10-13 11:19:25,None,0.0,2019-10-13 00:00:00
544,com.anizmocreations.comealivecards,Anizmo Creations,Anizmo+Creations,https://comealivecards.com/,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,5,0,0,0,"Oct 8, 2019",0,0.0,Augmented Reality (AR) Greeting cards that come alive.,Come Alive Cards - Augmented R,1577008659.0,0,0,0,0,0,8,2019,Oct,2019-12-22 09:57:39,None,0.0,2019-10-08 00:00:00
545,com.freecoloring.girlforadult,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,8,1,1,0,"Sep 27, 2019",0,0.0,Let’s color a beautiful girl with our coloring book!,Pretty Woman Coloring Book,1620257057.0,0,0,0,0,0,27,2019,Sep,2021-05-05 23:24:17,None,0.0,2019-09-27 00:00:00
546,com.halloween.glitterms,bibitown,bibitown,https://bibitown.com/,1,Art & Design,ART_AND_DESIGN,None,100000,0,None,0.0,105,16,1,1,2,"Oct 11, 2019",0,3.94,"Color With pancel ,brush ,Bucket ,Glitter and Pattern",Halloween Glitter Coloring App,1570818876.0,18,6,0,18,61,11,2019,Oct,2019-10-11 18:34:36,None,0.0,2019-10-11 00:00:00
547,skull.joker.wallpapers,Kooksaga,Kooksaga,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,5,1,1,0,"Oct 15, 2019",0,0.0,Super Scary Wallpapers Horror Skull Joker,Scary Wallpapers Horror Skull,1571200759.0,0,0,0,0,0,15,2019,Oct,2019-10-16 04:39:19,None,0.0,2019-10-15 00:00:00
548,com.animatednetwork.christmasstickers,Animated Network,Animated+Network,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,7,1,1,0,"Oct 13, 2019",0,0.0,Christmas Stickers for Whatsapp Pack,Christmas Stickers For Whstick,1570971939.0,0,0,0,0,0,13,2019,Oct,2019-10-13 13:05:39,None,0.0,2019-10-13 00:00:00
549,com.Police.coloringglitterms,bibitown,bibitown,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,16,1,1,0,"Nov 10, 2019",0,0.0,Amazing coloring book and drawing pages for police toys with glitter colors,Police Coloring Book Glitter,1573414516.0,0,0,0,0,0,10,2019,Nov,2019-11-10 19:35:16,None,0.0,2019-11-10 00:00:00
550,com.antoinelecuyer.android,Musée Antoine Lécuyer,Mus%C3%A9e+Antoine+L%C3%A9cuyer,https://www.saint-quentin.fr/109-musee-lecuyer.htm,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,6,0,0,0,"Nov 8, 2019",0,0.0,"Discover the mobile application of Musée Antoine Lécuyer (Saint-Quentin, France)",Musée des Beaux-Arts Antoine L,1587039679.0,0,0,0,0,0,8,2019,Nov,2020-04-16 12:21:19,None,0.0,2019-11-08 00:00:00
551,com.crochetdesigns.fctopcreator,Crochet Designs,Crochet+Designs,http://CrochetDesigns.com,1,Art & Design,ART_AND_DESIGN,$2.99 per item,1000,1,None,0.0,0,8,0,0,0,"Nov 18, 2019",0,0.0,Create Filet Crochet Top patterns on your mobile device,Filet Crochet Top Creator,1660849138.0,0,0,0,0,0,18,2019,Nov,2022-08-18 18:58:58,$2.99 per item,2.99,2019-11-18 00:00:00
552,com.apps.softtech.graffitisuperherowallpapers,SoftTech Apps,7701044971637256501,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,6,1,1,0,"Nov 15, 2019",0,0.0,Get The Best And Attractive Wallpaper And Best Paintings Image Of Graffiti Hd 4K,🎨 Graffiti Wallpapers 🎨 Arti,1573819862.0,0,0,0,0,0,15,2019,Nov,2019-11-15 12:11:02,None,0.0,2019-11-15 00:00:00
553,com.NoYouFall.emoji,FineArt,7624805766268982683,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,24,1,1,0,"Nov 11, 2019",0,0.0,This Application Have More Than 40 Characters,How To Draw Emoji,1577976464.0,0,0,0,0,0,11,2019,Nov,2020-01-02 14:47:44,None,0.0,2019-11-11 00:00:00
554,jupet.drawingkawaiianimalsbest,Jupet,Jupet,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,24,1,1,0,"Nov 18, 2019",0,0.0,Learn to draw kawaii animals with easy steps,How To Draw Kawaii Animals Bes,1574074271.0,0,0,0,0,0,18,2019,Nov,2019-11-18 10:51:11,None,0.0,2019-11-18 00:00:00
